Title,Author.Year,Lat,Long,Crop_Type,Crop_TypeMaize,Crop_TypeRice,Crop_TypeWheat,Tmp,Prec,BD,Clay,SOC,pH,Fertilizer,FertilizerAN,FertilizerMA,FertilizerO,FertilizerU,FertilizerEEF,Tillage practice,Irrigation,Fertilizer placement,Nrate,EF,Management,Continent
Effects of nitrogen application rates on net annual global warming potential and greenhouse gas intensity in double-rice cropping systems of the Southern China,"Chen et al., 2016",28.12,112.3,Rice,0,1,0,0.808051927,-0.801992586,-0.119436313,1.909753603,-0.344595198,-0.893827327,O,0,0,1,0,0,1,0,0,-0.034545641,0.09,,Asia
Effects of nitrogen application rates on net annual global warming potential and greenhouse gas intensity in double-rice cropping systems of the Southern China,"Chen et al., 2016",28.12,112.3,Rice,0,1,0,0.577746145,-0.573532463,-0.119436313,1.909753603,-0.344595198,-0.893827327,O,0,0,1,0,0,1,0,0,-0.196757908,0.09,,Asia
Effects of long-term straw incorporation on the net global warming potential and the net economic benefit in a rice???¡°Cwheat cropping system in China,"Xia et al., 2014",31.56,120.71,Rice,0,1,0,0.98900647,0.452534053,-0.119436313,0.044323151,0.611322634,1.428809023,MA,0,1,0,0,0,1,0,0,2.982602526,0.19,,Asia
Global warming potential of manure amended soils under rice???¡°Cwheat system in the Indo-Gangetic plains,"Bhatia et al., 2005",28.67,77.2,Rice,0,1,0,1.729275055,-0.196773664,0.815695731,-0.087811506,-1.061533572,1.312677206,MA,0,1,0,0,0,1,1,0,-0.683394709,0.19,,Asia
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,0.561295732,-1.451300303,-1.989700401,1.668802169,-0.464084927,-1.242222779,U,0,0,0,1,0,1,0,0,-0.683394709,0.19,,Asia
Nitrous oxide and methane emissions from a subtropical rice???¡°Crapeseed rotation system in China: A 3-year field case study,"Zhou et al., 2015",30.27,105.47,Rice,0,1,0,1.005456883,1.286213098,-1.989700401,-0.779575298,-0.583574656,1.661072658,U,0,0,0,1,0,1,0,0,-0.358970175,0.19,,Asia
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,0.561295732,-1.451300303,-1.989700401,1.668802169,-0.464084927,-1.242222779,U,0,0,0,1,0,1,0,0,-1.115960755,0.2,,Asia
"Comparison of greenhouse gas emissions from rice paddy fields under different nitrogen fertilization loads in Chongming Island, Eastern China","Zhang et al., 2014",32.02,122.03,Rice,0,1,0,0.857403166,1.438519846,0.815695731,-0.499760731,0.133363718,1.196545388,U,0,0,0,1,0,1,0,0,1.263152495,0.21,,Asia
Effects of nitrogen application rates on net annual global warming potential and greenhouse gas intensity in double-rice cropping systems of the Southern China,"Chen et al., 2016",28.12,112.3,Rice,0,1,0,0.808051927,-0.801992586,-0.119436313,1.909753603,-0.344595198,-0.893827327,O,0,0,1,0,0,1,0,0,0.45209116,0.1,,Asia
Effects of nitrogen fertiliser and wheat straw application on CH4 and N2O emissions from a paddy rice field,"Ma et al., 2007",31.28,119.9,Rice,0,1,0,1.087708948,0.22407393,-0.119436313,-1.19929715,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,0,0.181737382,0.03,,Asia
The Effects of Rape Residue Mulching on Net Global Warming Potential and Greenhouse Gas Intensity from No-Tillage Paddy Fields,"Zhang et al., 2014",29.92,115.05,Rice,0,1,0,0.939655231,1.586818523,-0.119436313,0.044323151,0.372343176,-0.313168239,MA,0,1,0,0,0,1,0,0,1.630833634,0.21,,Asia
"Water regime???¡°Cnitrogen fertilizer???¡°Cstraw incorporation interaction: Field study on nitrous oxide emissions from a rice agroecosystem in Nanjing, China","Wang et al., 2011",31.87,118.83,Rice,0,1,0,0.972556057,0.404437185,-0.119436313,-0.709621657,0.013873989,-1.358354597,U,0,0,0,1,0,1,0,0,0.398020404,0.21,,Asia
Effects of nitrogen fertiliser and wheat straw application on CH4 and N2O emissions from a paddy rice field,"Ma et al., 2007",31.28,119.9,Rice,0,1,0,1.087708948,0.22407393,-0.119436313,-1.19929715,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,0,0.938727961,0.05,,Asia
Emission of Nitrous Oxide from Rice-Wheat Systems of Indo-Gangetic Plains of India,"Pathaket al., 2002",28.67,77.2,Rice,0,1,0,1.877328772,-0.18875752,0.815695731,-0.188855655,-1.181023301,1.428809023,MA,0,1,0,0,0,1,1,0,-0.683394709,0.23,,Asia
Methane and nitrous oxide emission from paddy field under different fertilization treatments,"Qin et al., 2006",28.27,112.82,Rice,0,1,0,0.775151101,-1.178751385,0.815695731,-0.188855655,-0.464084927,-0.313168239,U,0,0,0,1,0,1,0,1,-0.034545641,0.23,,Asia
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,1.219312252,0.41245333,-1.989700401,1.668802169,-0.464084927,-1.242222779,U,0,0,0,1,0,1,0,0,-1.115960755,0.23,,Asia
Effects of organic matter incorporation on nitrous oxide emissions from rice-wheat rotation ecosystems in China,"Yao et al., 2010",32.58,119.7,Rice,0,1,0,0.956105644,1.001639962,-1.054568357,-0.188855655,0.372343176,1.312677206,MA,0,1,0,0,0,1,0,0,0.722444939,0.24,,Asia
Influence of nitrogen and phosphorus fertilizers on N2O emissions in rice fields,"Huang et al., 2005",30.5,120.4,Rice,0,1,0,1.038357709,-0.100579928,-0.119436313,-0.266581924,-0.464084927,0.035227213,U,0,0,0,1,0,1,0,0,1.912001564,0.25,,Asia
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,1.219312252,0.41245333,-1.989700401,1.668802169,-0.464084927,-1.242222779,U,0,0,0,1,0,1,0,0,-0.683394709,0.25,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Rice,0,1,0,1.202861839,0.805244418,-1.054568357,-0.188855655,-0.822554114,0.035227213,U,0,0,0,1,0,1,0,0,-0.358970175,0.25,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Rice,0,1,0,0.923204818,1.542729727,-1.054568357,-0.188855655,-0.822554114,0.035227213,U,0,0,0,1,0,1,1,0,0.45209116,0.25,,Asia
Effects of nitrogen fertiliser and wheat straw application on CH4 and N2O emissions from a paddy rice field,"Ma et al., 2007",31.28,119.9,Rice,0,1,0,1.071258535,0.139904412,-0.119436313,-1.19929715,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,0,0.181737382,0.12,,Asia
Nitrogen dynamics of anaerobically digested slurry used to fertilize paddy fields,"Chen et al., 2013",30.8,121.4,Rice,0,1,0,1.1535106,0.508647066,0.815695731,-0.188855655,-0.464084927,1.080413571,MA,0,1,0,0,0,1,0,0,0.938727961,0.26,,Asia
Effect of controlled-release fertilizer on mitigation of N2O emission from paddy field in South China: a multi-year field observation,"Ji et al., 2013",31.97,119.3,Rice,0,1,0,0.808051927,0.676986104,0.815695731,-0.732939537,0.013873989,0.035227213,U,0,0,0,1,0,1,0,0,0.614303427,0.27,,Asia
Effects of Water and Nitrogenous Fertilizer Coupling on CH4 and N2O Emission from Double-Season Rice Paddy Field,"Fu et al., 2015",28.14,113.2,Rice,0,1,0,1.219312252,0.648929597,0.815695731,-0.188855655,-0.464084927,-0.893827327,U,0,0,0,1,0,1,0,0,-0.683394709,0.28,,Asia
Effects of nitrogen fertiliser and wheat straw application on CH4 and N2O emissions from a paddy rice field,"Ma et al., 2007",31.28,119.9,Rice,0,1,0,1.005456883,-0.629645476,-0.119436313,-1.19929715,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,0,0.181737382,0.12,,Asia
Optimal Fertilizer Nitrogen Rates and Yield-Scaled Global Warming Potential in Drill Seeded Rice,"Adviento Borbe et al., 2013",38.9,-121.73,Rice,0,1,0,0.413242015,-1.459316448,0.815695731,2.764742559,-0.225105469,-0.893827327,U,0,0,0,1,0,1,1,0,-0.899677732,0.28,,North America
Effects of water regime during rice-growing season on annual direct N2O emission in a paddy rice???¡°Cwinter wheat rotation system in southeast China,"Liu et al., 2010",31.87,118.83,Rice,0,1,0,1.31801473,1.11787406,-0.119436313,2.376111215,0.013873989,-0.429300057,U,0,0,0,1,0,1,0,0,-0.899677732,0.29,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Rice,0,1,0,0.923204818,1.542729727,-1.054568357,-0.188855655,-0.822554114,0.035227213,U,0,0,0,1,0,1,0,0,0.45209116,0.29,,Asia
Nitrous oxide flux from irrigated rice fields in West Java,"Suratno et al., 1998",-6.6,106.8,Rice,0,1,0,1.169961013,2.733127209,-1.054568357,2.531563753,-0.225105469,-1.939013685,U,0,0,0,1,0,1,1,0,-1.051075848,0.29,,Asia
Effects of long-term straw incorporation on the net global warming potential and the net economic benefit in a rice???¡°Cwheat cropping system in China,"Xia et al., 2014",31.56,120.71,Rice,0,1,0,0.98900647,0.452534053,-0.119436313,0.044323151,0.611322634,1.428809023,MA,0,1,0,0,0,1,0,0,1.641647785,0.3,,Asia
Effects of water regime during rice-growing season on annual direct N2O emission in a paddy rice???¡°Cwinter wheat rotation system in southeast China,"Liu et al., 2010",31.87,118.83,Rice,0,1,0,1.31801473,1.11787406,-0.119436313,2.376111215,0.013873989,-0.429300057,U,0,0,0,1,0,1,0,0,0.181737382,0.3,,Asia
Methane and nitrous oxide emission from paddy field under different fertilization treatments,"Qin et al., 2006",28.27,112.82,Rice,0,1,0,1.169961013,-0.064507277,0.815695731,-0.188855655,-0.464084927,-0.313168239,U,0,0,0,1,0,1,0,1,-0.358970175,0.3,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Rice,0,1,0,0.956105644,1.169979,-1.054568357,-0.188855655,-0.822554114,0.035227213,U,0,0,0,1,0,1,1,0,-0.358970175,0.32,,Asia
Influence of nitrogen loading and plant nitrogen assimilation on nitrogen leaching and N2O emission in forage rice paddy fields fertilized with liquid cattle waste,"Riya et al., 2015",36.02,140.12,Rice,0,1,0,0.676448623,1.177995145,-4.795096533,1.249080318,0.133363718,-1.009959144,MA,0,1,0,0,0,1,0,0,6.129520507,0.32,,Oceania
Nitrous oxide and methane emissions from a subtropical rice???¡°Crapeseed rotation system in China: A 3-year field case study,"Zhou et al., 2015",30.27,105.47,Rice,0,1,0,1.005456883,1.286213098,-1.989700401,-0.779575298,-0.583574656,1.661072658,U,0,0,0,1,0,1,0,0,0.722444939,0.33,,Asia
Effects of water regime during rice-growing season on annual direct N2O emission in a paddy rice???¡°Cwinter wheat rotation system in southeast China,"Liu et al., 2010",31.87,118.83,Rice,0,1,0,1.31801473,1.11787406,-0.119436313,2.376111215,0.013873989,-0.429300057,U,0,0,0,1,0,1,0,0,1.263152495,0.34,,Asia
Emission of Nitrous Oxide from Rice-Wheat Systems of Indo-Gangetic Plains of India,"Pathaket al., 2002",28.67,77.2,Rice,0,1,0,0.084233755,-1.383163074,0.815695731,-0.188855655,-1.181023301,1.428809023,MA,0,1,0,0,0,1,0,0,-0.683394709,0.34,,Asia
Effects of organic matter incorporation on nitrous oxide emissions from rice-wheat rotation ecosystems in China,"Yao et al., 2010",32.58,119.7,Rice,0,1,0,1.021907296,0.624881163,-1.054568357,-0.188855655,0.372343176,1.312677206,MA,0,1,0,0,0,1,0,0,0.722444939,0.36,,Asia
Exploring a suitable nitrogen fertilizer rate to reduce greenhouse gas emissions and ensure rice yields in paddy fields,"Zhong et al., 2016",30.22,120.27,Rice,0,1,0,0.923204818,0.41245333,0.815695731,-0.577487,-0.344595198,-1.474486414,U,0,0,0,1,0,1,0,0,2.074213831,0.38,,Asia
Effects of nitrogen fertiliser and wheat straw application on CH4 and N2O emissions from a paddy rice field,"Ma et al., 2007",31.28,119.9,Rice,0,1,0,1.005456883,-0.629645476,-0.119436313,-1.19929715,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,0,0.938727961,0.15,,Asia
Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,"Weller et al., 2016",14.16,121.26,Rice,0,1,0,1.038357709,-0.994380058,-1.054568357,0.588407033,1.08928155,-1.126090962,U,0,0,0,1,0,1,1,0,-0.034545641,0.39,,Asia
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,1.219312252,0.41245333,-1.989700401,1.668802169,-0.464084927,-1.242222779,U,0,0,0,1,0,1,0,0,-1.5485268,0.39,,Asia
Optimal Fertilizer Nitrogen Rates and Yield-Scaled Global Warming Potential in Drill Seeded Rice,"Adviento Borbe et al., 2013",39.01,-121.7,Rice,0,1,0,0.511944493,-1.687776571,0.815695731,0.355228226,-0.10561574,-1.590618232,U,0,0,0,1,0,1,1,0,0.181737382,0.39,,North America
Optimal Fertilizer Nitrogen Rates and Yield-Scaled Global Warming Potential in Drill Seeded Rice,"Adviento Borbe et al., 2013",39.01,-121.7,Rice,0,1,0,0.511944493,-1.687776571,0.815695731,0.355228226,-0.10561574,-1.590618232,U,0,0,0,1,0,1,1,0,-0.358970175,0.39,,North America
Effects of Water and Nitrogenous Fertilizer Coupling on CH4 and N2O Emission from Double-Season Rice Paddy Field,"Fu et al., 2015",28.14,113.2,Rice,0,1,0,0.808051927,-0.745879573,0.815695731,-0.188855655,-0.464084927,-0.893827327,U,0,0,0,1,0,1,0,0,-0.845606976,0.4,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Rice,0,1,0,1.005456883,1.286213098,-1.989700401,-0.857301567,-0.583574656,1.777204476,U,0,0,0,1,0,1,0,0,-0.358970175,0.4,,Asia
"Greenhouse gas emission in relation to labile soil C, N pools and functional microbial diversity as influenced by 39 years long-term fertilizer management in tropical rice","Bhattacharyya et al., 2013",20.42,85.92,Rice,0,1,0,1.597671751,2.745151426,1.750827774,0.580634406,-0.822554114,-0.313168239,MA,0,1,0,0,0,1,1,1,-0.705023011,0.41,,Asia
Nitrogen cycling in rice-wheat rotation system under optimized nitrogen management,"Xia, 2011",29.92,115.5,Rice,0,1,0,1.564770925,-0.477338727,0.815695731,-0.188855655,-0.344595198,-0.661563692,U,0,0,0,1,0,1,0,0,-0.391412628,0.41,,Asia
"Annual emissions of nitrous oxide and nitric oxide from rice-wheat rotation and vegetable fields: a case study in the Tai-Lake region, China","Deng et al., 2012",31.62,120.47,Rice,0,1,0,0.972556057,-0.144668724,-1.054568357,0.044323151,0.013873989,-0.080904604,U,0,0,0,1,0,1,0,0,0.722444939,0.42,,Asia
"Greenhouse gas emission in relation to labile soil C, N pools and functional microbial diversity as influenced by 39 years long-term fertilizer management in tropical rice","Bhattacharyya et al., 2013",20.42,85.92,Rice,0,1,0,1.597671751,2.745151426,1.750827774,0.580634406,-0.822554114,-0.313168239,MA,0,1,0,0,0,1,1,1,-1.35387208,0.43,,Asia
Nitrous oxide flux from irrigated rice fields in West Java,"Suratno et al., 1998",-6.6,106.8,Rice,0,1,0,1.169961013,2.733127209,-1.054568357,2.531563753,-0.225105469,-1.939013685,U,0,0,0,1,0,1,0,0,-1.051075848,0.43,,Asia
Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,"Weller et al., 2015",14.16,121.26,Rice,0,1,0,1.252213078,0.155936701,-1.054568357,0.588407033,1.08928155,-1.126090962,U,0,0,0,1,0,1,1,0,-0.575253198,0.44,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Rice,0,1,0,1.202861839,0.805244418,-1.054568357,-0.188855655,-0.822554114,0.035227213,U,0,0,0,1,0,1,0,0,0.45209116,0.44,,Asia
Exploring a suitable nitrogen fertilizer rate to reduce greenhouse gas emissions and ensure rice yields in paddy fields,"Zhong et al., 2016",30.22,120.27,Rice,0,1,0,0.923204818,0.41245333,0.815695731,-0.577487,-0.344595198,-1.474486414,U,0,0,0,1,0,1,0,0,1.263152495,0.45,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Rice,0,1,0,0.956105644,1.169979,-1.054568357,-0.188855655,-0.822554114,0.035227213,U,0,0,0,1,0,1,1,0,0.45209116,0.45,,Asia
Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,"Weller et al., 2016",14.16,121.26,Rice,0,1,0,1.301564317,0.87738972,-1.054568357,0.588407033,1.08928155,-1.126090962,U,0,0,0,1,0,1,1,0,-0.575253198,0.46,,Asia
Nitrogen cycling in rice-wheat rotation system under optimized nitrogen management,"Xia, 2011",29.92,115.5,Rice,0,1,0,1.564770925,-0.477338727,0.815695731,-0.188855655,-0.344595198,-0.661563692,U,0,0,0,1,0,1,0,0,0.289878893,0.47,,Asia
Effects of Water and Nitrogenous Fertilizer Coupling on CH4 and N2O Emission from Double-Season Rice Paddy Field,"Fu et al., 2015",28.14,113.2,Rice,0,1,0,0.808051927,-0.745879573,0.815695731,-0.188855655,-0.464084927,-0.893827327,U,0,0,0,1,0,1,0,0,-0.196757908,0.49,,Asia
Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,"Weller et al., 2016",14.16,121.26,Rice,0,1,0,1.301564317,0.87738972,-1.054568357,0.588407033,1.08928155,-1.126090962,U,0,0,0,1,0,1,0,0,-0.575253198,0.5,,Asia
Effects of nitrogen fertiliser and wheat straw application on CH4 and N2O emissions from a paddy rice field,"Ma et al., 2007",31.28,119.9,Rice,0,1,0,1.071258535,0.139904412,-0.119436313,-1.19929715,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,0,0.938727961,0.18,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Rice,0,1,0,1.81152712,0.364356462,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,0,0,1.263152495,0.53,,Asia
Optimal Fertilizer Nitrogen Rates and Yield-Scaled Global Warming Potential in Drill Seeded Rice,"Adviento Borbe et al., 2013",39.01,-121.7,Rice,0,1,0,0.511944493,-1.687776571,0.815695731,0.355228226,-0.10561574,-1.590618232,U,0,0,0,1,0,1,1,0,-1.440385289,0.53,,North America
Optimal Fertilizer Nitrogen Rates and Yield-Scaled Global Warming Potential in Drill Seeded Rice,"Adviento Borbe et al., 2013",38.9,-121.73,Rice,0,1,0,0.413242015,-1.459316448,0.815695731,2.764742559,-0.225105469,-0.893827327,U,0,0,0,1,0,1,1,0,0.181737382,0.57,,North America
Exploring a suitable nitrogen fertilizer rate to reduce greenhouse gas emissions and ensure rice yields in paddy fields,"Zhong et al., 2016",30.22,120.27,Rice,0,1,0,0.923204818,0.41245333,0.815695731,-0.577487,-0.344595198,-1.474486414,U,0,0,0,1,0,1,0,0,-0.358970175,0.58,,Asia
"Assessing the performance of the photo-acoustic infrared gas monitor for measuring CO2, N2O, and CH4 fluxes in two major cereal rotations","Tirol Padre et al., 2014",29.68,77,Rice,0,1,0,1.795076707,1.222083941,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,0,0,-0.358970175,0.59,,Asia
Effect of controlled-release fertilizer on mitigation of N2O emission from paddy field in South China: a multi-year field observation,"Ji et al., 2013",31.97,119.3,Rice,0,1,0,1.038357709,1.057752975,0.815695731,-0.732939537,0.013873989,0.035227213,U,0,0,0,1,0,1,0,0,0.614303427,0.62,,Asia
"Assessing the performance of the photo-acoustic infrared gas monitor for measuring CO2, N2O, and CH4 fluxes in two major cereal rotations","Tirol Padre et al., 2014",29.68,77,Rice,0,1,0,1.795076707,1.222083941,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,0,0,1.263152495,0.63,,Asia
Integrated Effect of Incorporation with Different Organic Manures on CH4 and N2O Emissions from Rice Paddy,"Zou et al., 2003",31.83,118.85,Rice,0,1,0,1.005456883,-0.814016803,-0.119436313,1.987479871,0.372343176,-0.197036422,MA,0,1,0,0,0,1,0,0,2.16072704,0.63,,Asia
